ts_code,date,close,price_change_pct,zhixing_white,zhixing_yellow,brick_chart,brick_white,brick_red_len,brick_green_len,shadow_body_ratio,strong_white_ok,tight_candle_ok,price_under_4_ok,signal_year,fwd_ret_1d,fwd_ret_3d,fwd_ret_5d,fwd_ret_10d,fwd_ret_20d,market_cap_date,total_mv,circ_mv,total_mv_billion_cny,circ_mv_billion_cny,market_cap_bucket
600808.SH,2018-09-18,2.88,3.597122302158273,2.9336205565640077,2.8803101503759394,83.12641010734346,1,12.538665969865818,7.196823447656726,0.29999999999999777,True,True,True,2018,0.01041666666666674,0.05555555555555558,0.0625,0.10069444444444442,0.13541666666666674,2018-08-31,3003265.6625,2327422.9625,30.032656625,23.274229625,20-50B
600822.SH,2018-09-18,10.85,3.5305343511450316,10.193306557160877,10.053673245614036,101.44334659327328,1,8.496889575676676,2.716870391272863,0.2765957446808534,True,True,True,2018,0.004608294930875667,0.044239631336405516,0.04608294930875578,0.022119815668202758,-0.0820276497695851,2018-08-31,492501.1036,393374.8726,4.925011036,3.933748726,<20B
600886.SH,2018-09-18,6.22,3.839732888146896,6.116985378146882,6.10562656641604,97.4772316705309,1,13.099292404645297,10.624159638365839,0.08000000000000185,True,True,True,2018,0.008038585209003246,0.0112540192926045,0.006430868167202508,-0.014469453376205754,-0.05305466237942125,2018-08-31,5001299.2067,5001299.2067,50.012992067,50.012992067,50-100B
600897.SH,2018-09-18,12.54,1.2106537530266248,12.21371489661755,12.152250939849626,125.49618622415443,1,7.108649446794871,1.3360410962208817,0.31250000000001876,True,True,True,2018,-0.0031897926634768536,0.011164274322169154,0.011164274322169154,-0.01754385964912275,-0.03189792663476865,2018-08-31,589961.61,589961.61,5.8996161,5.8996161,<20B
601101.SH,2018-09-18,4.18,3.4653465346534684,4.159388375989263,4.121126253132832,79.91691693753401,1,17.174307202496024,3.8881735160281323,0.06249999999999861,True,True,True,2018,0.009569377990430672,0.03349282296650724,0.026315789473684292,0.06220095693779926,0.06937799043062198,2018-08-31,783598.8716,783598.8716,7.835988715999999,7.835988715999999,<20B
601225.SH,2018-09-18,5.26,3.543307086614167,4.909334976859705,4.857738095238095,117.19520399582396,1,10.894954460111691,3.0858177251028707,0.0,True,True,True,2018,0.015209125475285079,0.06273764258555126,0.049429657794676674,0.05893536121673004,0.034220532319391817,2018-08-31,7490000.0,7490000.0,74.9,74.9,50-100B
601717.SH,2018-09-18,5.11,3.441295546558698,4.803617631892637,4.679650689223058,122.11006008453404,1,7.193893357609653,5.628900036694304,0.2941176470588226,True,True,True,2018,-0.001956947162426781,0.003913894324853118,0.005870841487279677,0.023483365949119372,0.017612524461839474,2018-08-31,1068934.8353,915088.3835,10.689348353,9.150883835,<20B
601918.SH,2018-09-18,3.36,2.127659574468077,3.431957796991824,3.402371553884712,63.50015647479421,1,17.151410274581224,9.539916488955129,0.2222222222222277,True,True,True,2018,0.0029761904761904656,0.01488095238095255,0.026785714285714413,0.044642857142857206,-0.07440476190476186,2018-08-31,989586.9676,989586.9676,9.895869676,9.895869676,<20B
603228.SH,2018-09-18,24.29,2.7930596699111243,25.17448308705024,24.753402255639095,61.119280214774136,1,7.025755092820191,5.554345666454552,0.055555555555554456,True,True,True,2018,0.008645533141210304,0.015644298065047524,0.0069987649238369976,-0.021819678880197535,-0.04899135446685865,2018-08-31,2323968.0,461877.2594,23.23968,4.618772594,20-50B
603679.SH,2018-09-18,17.38,2.962085308056883,17.50212308209902,17.18394266917293,78.34736679073899,1,17.444537830082083,1.2082287186178746,0.043478260869567006,True,True,True,2018,0.029919447640966546,0.046605293440736606,0.04027617951668572,0.008055235903337232,-0.09551208285385493,2018-08-31,260352.22,90349.3769,2.6035222,0.903493769,<20B
603856.SH,2018-09-18,16.28,3.6942675159235883,15.110959158263489,14.59656954887218,120.60213250373744,1,8.106006884251656,0.41238476608069163,0.32203389830508,True,True,True,2018,-0.009213759213759332,-0.020270270270270396,0.0823095823095823,0.07493857493857492,-0.06818181818181823,2018-08-31,429750.8696,107480.204,4.2975086959999995,1.07480204,<20B
603960.SH,2018-09-18,16.21,2.013845185651353,16.429248923491354,16.41200971177945,67.67521665382853,1,3.2793529284037106,3.191501147512895,0.34883720930232104,True,True,True,2018,0.017890191239975373,0.025293028994447964,-0.0061690314620604925,-0.1190623072177669,-0.14867365823565704,2018-08-31,401679.2,153922.8396,4.016792,1.5392283960000002,<20B
000719.SZ,2018-09-19,5.4,2.6615969581749166,5.290767918975675,5.281026002506266,96.02491913554499,1,10.292991671499777,1.5934560203008061,0.39999999999999647,True,True,True,2018,0.005555555555555536,0.020370370370370372,0.007407407407407307,-0.02592592592592602,-0.05185185185185193,2018-08-31,711126.6056,463667.5424,7.111266056,4.636675424,<20B
