n_days,cumulative_return,cagr,annual_volatility,sharpe,max_drawdown,win_rate_daily,total_trades,win_rate_trade,avg_trade_return,avg_holding_days
1259.0,0.3366022817136207,0.0597915583521087,0.0817776788883562,0.7511500101749611,-0.097753071148031,0.41223193010325654,352.0,0.6164772727272727,0.011081897059523808,15.826704545454545
