n_days,cumulative_return,cagr,annual_volatility,sharpe,max_drawdown,win_rate_daily,total_trades,win_rate_trade,avg_trade_return,avg_holding_days
503.0,0.5217643207515754,0.23411308924852414,0.10140542247366649,2.1257456565631276,-0.06205154670141133,0.43141153081510936,36.0,0.6944444444444444,0.1059944954698567,63.02777777777778
